rank,Youtuber,subscribers,video views,category,uploads,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,created_on
421,DLS News,19400000,2255542592,News & Politics,4750,India,IN,8000.0,128400.0,96300.0,1500000.0,28.1,1366417754.0,5.36,471031528.0,2017-07-05
422,JukiLop,19400000,1577859332,People & Blogs,85,Mexico,MX,595.0,9500.0,433486.4187704918,114300.0,40.2,126014024.0,3.42,102626859.0,2017-09-15
423,etvteluguindia,19400000,23038014291,Entertainment,125974,India,IN,68200.0,1100000.0,818800.0,13100000.0,28.1,1366417754.0,5.36,471031528.0,2010-03-15
424,FIFA,19400000,5529131886,Sports,10728,Switzerland,CH,14700.0,235500.0,176600.0,2800000.0,59.6,8574832.0,4.58,6332428.0,2006-09-06
426,Vsauce,19300000,2897907132,Science & Technology,462,United States,US,17400.0,278500.0,208800.0,3300000.0,88.2,328239523.0,14.7,270663028.0,2007-07-30
427,Unbox Therapy,19300000,4508184467,Science & Technology,2175,United States,US,4200.0,66900.0,50200.0,802500.0,88.2,328239523.0,14.7,270663028.0,2010-12-21
428,shane,19200000,4329121104,People & Blogs,570,United States,US,683.0,10900.0,433486.4187704918,131100.0,88.2,328239523.0,14.7,270663028.0,2005-09-22
429,Sonotek,19200000,7590582024,Entertainment,8285,India,IN,7200.0,114700.0,86000.0,1400000.0,28.1,1366417754.0,5.36,471031528.0,2011-01-11
430,Jimmy Kimmel Live,19100000,13124645973,Entertainment,6526,United States,US,4300.0,69000.0,51700.0,827600.0,88.2,328239523.0,14.7,270663028.0,2006-09-20
431,TheOdd1sOut,19100000,4566120190,Comedy,139,United States,US,7700.0,123900.0,93000.0,1500000.0,88.2,328239523.0,14.7,270663028.0,2014-08-30
432,Goldmines Great Indian Comedy,19100000,5194942269,Film & Animation,2948,India,IN,16500.0,263700.0,197800.0,3200000.0,28.1,1366417754.0,5.36,471031528.0,2016-08-29
433,Lil Nas X,19100000,6339584661,Music,37,United States,US,11500.0,184800.0,138600.0,2200000.0,88.2,328239523.0,14.7,270663028.0,2018-05-19
435,SUPER SLICK SLIME SAM,19000000,7229175322,Howto & Style,903,Mexico,MX,30800.0,493400.0,370000.0,5900000.0,40.2,126014024.0,3.42,102626859.0,2018-01-23
436,Wow Kidz Action,19000000,8281724393,Film & Animation,1525,India,IN,26400.0,422800.0,317100.0,5100000.0,28.1,1366417754.0,5.36,471031528.0,2017-11-08
437,Turma da Mï¿½ï¿½,19000000,13824277846,Film & Animation,1154,Brazil,BR,19200.0,307600.0,230700.0,3700000.0,51.3,212559417.0,12.08,183241641.0,2012-07-30
438,Calvin Harris,19000000,16014044618,Music,79,United Kingdom,GB,25600.0,409600.0,307200.0,4900000.0,60.0,66834405.0,3.85,55908316.0,2007-02-11
439,KBS WORLD TV,19000000,15126092508,Entertainment,64496,South Korea,KR,27000.0,432000.0,324000.0,5200000.0,94.3,51709098.0,4.15,42106719.0,2007-01-06
440,HiMan,18900000,2855519150,People & Blogs,375,Russia,RU,6100.0,98300.0,73700.0,1200000.0,98.6,144373535.0,4.59,107683889.0,2014-10-16
441,Masha e o Urso,18900000,8301731337,Education,0,Brazil,BR,0.0,0.0,518046.6684444444,8302168.911111111,51.3,212559417.0,12.08,183241641.0,2014-02-20
442,Little Angel Espaï,18900000,9813245108,Education,719,Mexico,MX,35100.0,561600.0,421200.0,6700000.0,40.2,126014024.0,3.42,102626859.0,2018-01-26
443,TED-Ed,18800000,3654621568,Education,2072,United States,US,7500.0,119500.0,89600.0,1400000.0,88.2,328239523.0,14.7,270663028.0,2011-03-01
444,Sidemen,18800000,5257834105,Entertainment,312,United Kingdom,GB,19500.0,312600.0,234500.0,3800000.0,60.0,66834405.0,3.85,55908316.0,2015-06-14
445,Cardi B,18800000,7634430188,Music,9,United States,US,0.0,0.03,408155.45147959184,6538956.585153062,88.2,328239523.0,14.7,270663028.0,2017-08-15
447,Farruko,18800000,9573641299,Music,217,United States,US,24400.0,391000.0,293300.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2009-10-30
449,Triggered Insaan,18800000,3276891538,Comedy,304,India,IN,27300.0,436100.0,327100.0,5200000.0,28.1,1366417754.0,5.36,471031528.0,2014-07-17
450,CKN,18700000,12295637162,Entertainment,16,Spain,ES,0.03,0.41,470586.4440707965,7544165.480309734,88.9,47076781.0,13.96,37927409.0,2005-09-26
451,Ali-A,18700000,6148303268,Gaming,4300,United Kingdom,UK,0.0,0.0,200995.47880434783,3224177.3629347826,60.0,66834405.0,3.85,55908316.0,2016-07-07
452,Shemaroo Comedy,18600000,6047584292,Entertainment,4487,India,IN,25600.0,409700.0,307300.0,4900000.0,28.1,1366417754.0,5.36,471031528.0,2007-01-31
454,GRAMMY GOLD OFFICIAL,18600000,20196704276,Music,6287,Thailand,TH,42100.0,674400.0,505800.0,8100000.0,49.3,69625582.0,0.75,35294600.0,2014-01-15
455,Arab Games Network,18600000,8761255550,Gaming,6289,Saudi Arabia,SA,10800.0,172000.0,129000.0,2100000.0,68.0,34268528.0,5.93,28807838.0,2013-11-29
456,Dan-Sa / Daniel Saboya,18500000,2908120896,Music,1329,Brazil,BR,0.0,0.0,408155.45147959184,6538956.585153062,51.3,212559417.0,12.08,183241641.0,2007-09-22
457,Marmok,18500000,3457618361,Gaming,374,Russia,RU,9600.0,153100.0,114800.0,1800000.0,98.6,144373535.0,4.59,107683889.0,2008-04-27
458,The ACE Family,18500000,4558380251,People & Blogs,712,United States,US,709.0,11300.0,433486.4187704918,136100.0,88.2,328239523.0,14.7,270663028.0,2016-01-10
459,Like Nastya Vlog,18500000,8147575884,People & Blogs,493,Russia,RU,12200.0,195800.0,146800.0,2300000.0,98.6,144373535.0,4.59,107683889.0,2016-01-14
460,Willie Salim,18500000,4051072188,People & Blogs,679,Indonesia,ID,49300.0,789500.0,592100.0,9500000.0,36.3,270203917.0,4.69,151509724.0,2014-01-06
461,PDK Films,18400000,4120324310,Entertainment,111,United States,US,3600.0,57700.0,43300.0,692600.0,88.2,328239523.0,14.7,270663028.0,2009-07-21
462,TheWillyrex,18400000,7038827526,Comedy,6943,Spain,ES,2800.0,44000.0,33000.0,528200.0,88.9,47076781.0,13.96,37927409.0,2011-01-26
463,RsiamMusic ,18400000,11544297793,Music,3159,Thailand,TH,13500.0,216500.0,162400.0,2600000.0,49.3,69625582.0,0.75,35294600.0,2011-03-08
464,Dhar Mann,18400000,11280732382,People & Blogs,0,United States,US,0.0,0.0,433486.4187704918,6928129.773770492,88.2,328239523.0,14.7,270663028.0,2007-04-25
465,shakiraVEVO,18400000,25367126292,Music,197,United States,US,66800.0,1100000.0,801400.0,12800000.0,88.2,328239523.0,14.7,270663028.0,2009-09-02
466,Naisa Alifia Yuriza (N.A.Y),18300000,1606834186,People & Blogs,786,Indonesia,ID,4300.0,68300.0,51200.0,819000.0,36.3,270203917.0,4.69,151509724.0,2017-07-08
467,Miley Cyrus,18300000,7760819588,Entertainment,142,United States,US,32000.0,511900.0,383900.0,6100000.0,88.2,328239523.0,14.7,270663028.0,2009-09-15
468,IShowSpeed,18300000,1556003039,Gaming,1324,United States,US,35100.0,561000.0,420800.0,6700000.0,88.2,328239523.0,14.7,270663028.0,2016-03-21
469,Good Mythical Morning,18300000,8798044678,Entertainment,0,United States,US,0.0,0.0,470586.4440707965,7544165.480309734,88.2,328239523.0,14.7,270663028.0,2000-01-01
470,Bobby chourasiya,18200000,9937823152,People & Blogs,442,India,IN,117000.0,1900000.0,1400000.0,22500000.0,28.1,1366417754.0,5.36,471031528.0,2019-01-25
471,INCRï,18200000,3213324455,People & Blogs,6903,Brazil,BR,4500.0,72200.0,54100.0,866200.0,51.3,212559417.0,12.08,183241641.0,2017-06-20
472,Jake Fellman,18100000,13378360425,Entertainment,420,United States,US,124300.0,2000000.0,1500000.0,23900000.0,88.2,328239523.0,14.7,270663028.0,2012-10-13
473,GEN HALILINTAR,18100000,3306242674,Entertainment,1037,Indonesia,ID,6800.0,109200.0,81900.0,1300000.0,36.3,270203917.0,4.69,151509724.0,2015-03-04
474,SQUEEZIE,18100000,9983065083,Gaming,1521,France,FR,12000.0,192400.0,144300.0,2300000.0,65.6,67059887.0,8.43,54123364.0,2011-01-09
475,Blippi - Educational Videos for Kids,18100000,14857290259,Education,707,United States,US,45100.0,721600.0,541200.0,8700000.0,88.2,328239523.0,14.7,270663028.0,2014-01-27
476,officialpsy,18100000,10703830496,Music,131,South Korea,KR,16200.0,260000.0,195000.0,3100000.0,94.3,51709098.0,4.15,42106719.0,2010-10-04
477,Ajay Sharma,18100000,12249828886,Entertainment,0,India,IN,0.0,0.0,470586.4440707965,7544165.480309734,28.1,1366417754.0,5.36,471031528.0,2009-10-24
478,Manual do Mundo,18000000,3980991248,Howto & Style,2470,Brazil,BR,13700.0,219100.0,164300.0,2600000.0,51.3,212559417.0,12.08,183241641.0,2006-07-24
479,How Ridiculous,18000000,9601137077,Sports,650,Australia,AU,97800.0,1600000.0,1200000.0,18800000.0,113.1,25766605.0,5.27,21844756.0,2009-09-09
480,And TV,18000000,15412333005,Entertainment,45,United States,US,0.0,0.02,470586.4440707965,7544165.480309734,88.2,328239523.0,14.7,270663028.0,2006-08-04
481,Sebasti,18000000,10463166404,News & Politics,237,United States,US,27700.0,443100.0,332300.0,5300000.0,88.2,328239523.0,14.7,270663028.0,2013-03-30
482,SonyMusicSouthVEVO,18000000,17921124985,Music,5692,United States,US,64400.0,1000000.0,772800.0,12400000.0,88.2,328239523.0,14.7,270663028.0,2014-07-14
483,TheGrefg,18000000,6404852037,Gaming,3566,Spain,ES,11000.0,175300.0,131500.0,2100000.0,88.9,47076781.0,13.96,37927409.0,2012-01-30
484,BeatboxJCOP,18000000,8716982055,Film & Animation,748,South Korea,KR,343800.0,5500000.0,4100000.0,66000000.0,94.3,51709098.0,4.15,42106719.0,2011-03-12
485,David Dobrik,17900000,7176572299,People & Blogs,536,United States,US,2200.0,34600.0,26000.0,415200.0,88.2,328239523.0,14.7,270663028.0,2014-12-19
486,KatieAngel,17900000,3841205465,People & Blogs,982,United States,US,12900.0,206700.0,155100.0,2500000.0,88.2,328239523.0,14.7,270663028.0,2015-05-19
487,RobleisIUTU,17900000,5168721499,Entertainment,1344,Argentina,AR,6900.0,110200.0,82600.0,1300000.0,99.0,46005799.0,6.81,42696478.0,2013-04-15
488,Lele Pons,17900000,5244917119,Comedy,185,United States,US,4600.0,74200.0,55600.0,890300.0,88.2,328239523.0,14.7,270663028.0,2015-09-19
489,Demi Lovato,17900000,6888074944,Music,314,United States,US,7300.0,116700.0,87500.0,1400000.0,88.2,328239523.0,14.7,270663028.0,2008-01-30
490,Like Nastya VNM,17900000,9867515979,Entertainment,602,̵,VN,21100.0,337900.0,253400.0,4100000.0,28.5,96462106.0,2.01,35332140.0,2019-11-22
491,Jason Derulo,17900000,9887116267,Music,830,United States,US,112000.0,1800000.0,1300000.0,21500000.0,88.2,328239523.0,14.7,270663028.0,2008-07-21
492,MGC Playhouse,17900000,16174530046,Shows,1426,United States,US,25700.0,410500.0,307900.0,4900000.0,88.2,328239523.0,14.7,270663028.0,2009-02-03
493,Zuni and Family,17900000,6746269458,People & Blogs,2,Indonesia,ID,0.0,0.02,433486.4187704918,6928129.773770492,36.3,270203917.0,4.69,151509724.0,2020-07-15
494,Priyal Kukreja,17800000,11057945183,People & Blogs,772,India,IN,107800.0,1700000.0,1300000.0,20700000.0,28.1,1366417754.0,5.36,471031528.0,2021-04-23
495,MSA previously My Story Animated,17800000,8588704539,Film & Animation,26,United States,US,5.0,83.0,551006.2411904761,8861635.621666666,88.2,328239523.0,14.7,270663028.0,2021-11-09
498,ArianaGrandeVevo,17700000,20115544708,Music,178,United States,US,24400.0,389700.0,292300.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2010-10-21
499,jaanvi patel,17700000,7912733203,People & Blogs,512,India,IN,86700.0,1400000.0,1000000.0,16600000.0,28.1,1366417754.0,5.36,471031528.0,2018-07-18
500,tanboy kun,17700000,3647267655,People & Blogs,739,Indonesia,ID,12000.0,192700.0,144500.0,2300000.0,36.3,270203917.0,4.69,151509724.0,2016-10-27
501,Lil Pump,17700000,4196061192,Music,60,United States,US,0.0,0.0,408155.45147959184,6538956.585153062,88.2,328239523.0,14.7,270663028.0,2015-10-15
502,Porta dos Fundos,17700000,7739048000,Entertainment,2240,Brazil,BR,8800.0,141300.0,106000.0,1700000.0,51.3,212559417.0,12.08,183241641.0,2012-03-12
503,News 24,17700000,8396875537,News & Politics,211620,Ukraine,UA,92700.0,1500000.0,1100000.0,17800000.0,83.0,37709792.0,8.9,26569220.0,2006-02-05
504,Les' Copaque Production,17700000,9059696049,Film & Animation,1716,Malaysia,MY,29400.0,470900.0,353200.0,5700000.0,45.1,32447385.0,3.32,24475766.0,2009-11-09
505,El Payaso Plim Plim,17700000,17247584185,Film & Animation,1316,Argentina,AR,160000.0,2600000.0,1900000.0,30700000.0,99.0,46005799.0,6.81,42696478.0,2013-10-18
506,zbing z.,17600000,9269174070,Gaming,3151,Thailand,TH,13800.0,220500.0,165400.0,2600000.0,49.3,69625582.0,0.75,35294600.0,2014-03-12
507,MissaSinfonia,17600000,2274007523,Comedy,233,Mexico,MX,6900.0,109800.0,82300.0,1300000.0,40.2,126014024.0,3.42,102626859.0,2011-01-05
508,Liziqi,17600000,2977741577,Howto & Style,128,China,CN,5600.0,89400.0,67100.0,1100000.0,50.6,1397715000.0,4.32,842933962.0,2017-08-22
509,The Game Theorists,17600000,3752347262,Gaming,4300,Australia,AU,0.0,0.0,200995.47880434783,3224177.3629347826,113.1,25766605.0,5.27,21844756.0,2000-01-01
510,DeGoBooM,17600000,6306204566,Gaming,4702,Chile,CL,25100.0,400900.0,300600.0,4800000.0,88.5,18952038.0,7.09,16610135.0,2014-02-01
511,JFlaMusic,17600000,3802280098,Music,326,South Korea,KR,2800.0,44400.0,33300.0,532700.0,94.3,51709098.0,4.15,42106719.0,2011-08-22
512,FactTechz,17500000,2238134438,Entertainment,709,India,IN,5300.0,84200.0,63200.0,1000000.0,28.1,1366417754.0,5.36,471031528.0,2016-07-24
513,News18 India,17500000,7263619576,News & Politics,182742,India,IN,98500.0,1600000.0,1200000.0,18900000.0,28.1,1366417754.0,5.36,471031528.0,2007-10-25
514,Fun For Kids TV - Hindi Rhymes,17500000,7612385622,Entertainment,149,India,IN,27500.0,439400.0,329500.0,5300000.0,28.1,1366417754.0,5.36,471031528.0,2017-09-27
515,IGN,17500000,16107116549,Gaming,156215,United States,US,24600.0,393400.0,295000.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2006-09-19
516,Aphmau,17400000,17763586483,Gaming,4411,United States,US,110000.0,1800000.0,1300000.0,21100000.0,88.2,328239523.0,14.7,270663028.0,2012-08-13
517,AMARINTV,17400000,13043561912,Entertainment,118448,Thailand,TH,59000.0,944000.0,708000.0,11300000.0,49.3,69625582.0,0.75,35294600.0,2014-02-05
518,Al-Remas,17400000,11144195464,Music,2133,Iraq,IQ,28300.0,452000.0,339000.0,5400000.0,16.2,39309783.0,12.82,27783368.0,2013-09-27
519,Koray Zeynep,17400000,16560557488,People & Blogs,2078,United States,US,106600.0,1700000.0,1300000.0,20500000.0,88.2,328239523.0,14.7,270663028.0,2016-07-08
520,Apple,17300000,1026425106,Science & Technology,180,United States,US,11600.0,185900.0,139500.0,2200000.0,88.2,328239523.0,14.7,270663028.0,2005-06-22
521,Stubborn Facts,17300000,902225615,Film & Animation,287,India,IN,209.0,3400.0,551006.2411904761,40200.0,28.1,1366417754.0,5.36,471031528.0,2016-09-05
522,Taarak Mehta Ka Ooltah Chashmah,17300000,11371738047,Entertainment,4778,India,IN,83000.0,1300000.0,995800.0,15900000.0,28.1,1366417754.0,5.36,471031528.0,2014-08-04
523,HowToBasic,17300000,3684816159,Howto & Style,582,Australia,AU,3900.0,62100.0,46600.0,745200.0,113.1,25766605.0,5.27,21844756.0,2011-12-08
524,PopularMMOs,17200000,14573155899,Gaming,4685,United States,US,3800.0,61200.0,45900.0,734200.0,88.2,328239523.0,14.7,270663028.0,2012-04-17
525,Marques Brownlee,17200000,3606912471,Science & Technology,1567,United States,US,13100.0,209300.0,157000.0,2500000.0,88.2,328239523.0,14.7,270663028.0,2008-03-21
526,Anitta,17200000,7337212581,Music,138,Brazil,BR,18200.0,290700.0,218100.0,3500000.0,51.3,212559417.0,12.08,183241641.0,2011-11-02
527,Jason Vlogs,17200000,8903647480,Education,83,Australia,AU,0.01,0.1,518046.6684444444,8302168.911111111,113.1,25766605.0,5.27,21844756.0,2014-09-11
528,El Reino a Jugar,17200000,11445492404,Education,1007,Argentina,AR,20900.0,334800.0,251100.0,4000000.0,99.0,46005799.0,6.81,42696478.0,2015-03-03
529,Willyrex,17200000,5024088947,Gaming,7550,Spain,ES,3900.0,61600.0,46200.0,739500.0,88.9,47076781.0,13.96,37927409.0,2009-08-09
530,TheBrianMaps,17100000,4448334716,Comedy,498,Russia,RU,9300.0,148700.0,111500.0,1800000.0,98.6,144373535.0,4.59,107683889.0,2012-06-04
531,TRANS TV Official,17100000,9710962528,Entertainment,148225,Indonesia,ID,11500.0,183200.0,137400.0,2200000.0,36.3,270203917.0,4.69,151509724.0,2014-09-02
532,Liza Koshy,17100000,2173106162,Comedy,142,United States,US,440.0,7000.0,500966.40579710144,84500.0,88.2,328239523.0,14.7,270663028.0,2013-09-02
533,Queen Official,17000000,10847948832,Music,1015,United Kingdom,GB,23400.0,375100.0,281300.0,4500000.0,60.0,66834405.0,3.85,55908316.0,2008-07-07
534,Prajapati News,17000000,1001465469,Comedy,1407,India,IN,1900.0,30500.0,22900.0,366100.0,28.1,1366417754.0,5.36,471031528.0,2013-03-14
535,Gaby and Alex,17000000,8229883114,Entertainment,1,United Kingdom,UK,0.0,0.0,470586.4440707965,7544165.480309734,60.0,66834405.0,3.85,55908316.0,2008-08-21
536,LuisFonsiVEVO,17000000,14543594822,Music,97,United States,US,12500.0,199300.0,149500.0,2400000.0,88.2,328239523.0,14.7,270663028.0,2009-05-12
537,Pop Chartbusters,16900000,8684010451,Music,2235,India,IN,18200.0,291600.0,218700.0,3500000.0,28.1,1366417754.0,5.36,471031528.0,2011-08-26
538,Guava Juice,16900000,9111000228,Gaming,1910,United States,US,2700.0,43600.0,32700.0,522600.0,88.2,328239523.0,14.7,270663028.0,2006-07-18
539,EeOneGuy,16900000,3827906874,Entertainment,366,United States,US,409.0,6500.0,470586.4440707965,78500.0,88.2,328239523.0,14.7,270663028.0,2013-03-19
540,VICE,16900000,4609753237,Entertainment,3900,United States,US,9100.0,145400.0,109100.0,1700000.0,88.2,328239523.0,14.7,270663028.0,2005-12-16
541,Aayu and Pihu Show,16900000,9270331567,Comedy,441,India,IN,22400.0,359100.0,269300.0,4300000.0,28.1,1366417754.0,5.36,471031528.0,2017-05-08
542,Danny Fitt,16900000,9544277833,People & Blogs,2337,United States,US,68800.0,1100000.0,825800.0,13200000.0,88.2,328239523.0,14.7,270663028.0,2016-12-31
543,Bispo Bruno Leonardo,16900000,3523578665,Nonprofits & Activism,4891,Brazil,BR,37400.0,598200.0,448600.0,7200000.0,51.3,212559417.0,12.08,183241641.0,2016-04-10
544,DeToxoMoroxo,16800000,2315962318,Entertainment,1,Mexico,MX,0.0,0.0,470586.4440707965,7544165.480309734,40.2,126014024.0,3.42,102626859.0,2016-04-30
545,Doggy Doggy Cartoons,16800000,6518418501,Entertainment,0,Spain,ES,0.0,0.0,470586.4440707965,7544165.480309734,88.9,47076781.0,13.96,37927409.0,2018-11-11
546,deepesh zo,16800000,7206462713,People & Blogs,41,India,IN,0.0,0.0,433486.4187704918,6928129.773770492,28.1,1366417754.0,5.36,471031528.0,2021-09-24
547,Like Nastya IDN,16800000,7195314800,Entertainment,502,Indonesia,ID,10700.0,171300.0,128500.0,2100000.0,36.3,270203917.0,4.69,151509724.0,2019-11-22
548,Gato Galactico ,16800000,3693798804,Film & Animation,1491,Brazil,BR,11000.0,176500.0,132400.0,2100000.0,51.3,212559417.0,12.08,183241641.0,2013-04-02
549,Salman Noman,16700000,10393037902,Entertainment,3,Pakistan,PK,0.0,0.03,470586.4440707965,7544165.480309734,9.0,216565318.0,4.45,79927762.0,2022-05-14
550,CoryxKenshin,16700000,7102965621,Gaming,1693,United States,US,26300.0,420500.0,315300.0,5000000.0,88.2,328239523.0,14.7,270663028.0,2009-04-27
551,With Kids[ï,16700000,8826138204,Entertainment,920,United States,US,11400.0,182800.0,137100.0,2200000.0,88.2,328239523.0,14.7,270663028.0,2012-07-06
552,Travis Scott,16700000,7979736581,Music,13,United States,US,9.0,150.0,408155.45147959184,6538956.585153062,88.2,328239523.0,14.7,270663028.0,2010-09-01
553,Tu COSMOPOLIS,16700000,5089284369,People & Blogs,8741,Mexico,MX,4000.0,64600.0,48400.0,774700.0,40.2,126014024.0,3.42,102626859.0,2014-08-28
555,Werever2morro,16600000,2798273962,Entertainment,0,Mexico,MX,0.0,0.0,470586.4440707965,7544165.480309734,40.2,126014024.0,3.42,102626859.0,2010-12-07
556,IDEAS EN 5 MINUTOS,16600000,3696973456,Howto & Style,216,Spain,ES,16.0,262.0,149840.43243243243,2398883.785135135,88.9,47076781.0,13.96,37927409.0,2017-04-02
557,NMF News,16600000,7435180827,News & Politics,112261,India,IN,14800.0,236800.0,177600.0,2800000.0,28.1,1366417754.0,5.36,471031528.0,2013-10-22
558,SriBalajiMovies,16600000,9439857193,Entertainment,20102,India,IN,38500.0,616200.0,462100.0,7400000.0,28.1,1366417754.0,5.36,471031528.0,2011-09-29
559,Lahari Music - TSeries,16600000,11946217860,Music,8976,India,IN,22300.0,356000.0,267000.0,4300000.0,28.1,1366417754.0,5.36,471031528.0,2011-11-21
560,Younes Zarou,16600000,15278668857,Entertainment,2200,Germany,DE,154300.0,2500000.0,1900000.0,29600000.0,95.79,84607016.0,5.9,65067459.0,2021-05-06
561,Jordan Matter,16600000,5819508534,Entertainment,413,United States,US,49800.0,796100.0,597100.0,9600000.0,88.2,328239523.0,14.7,270663028.0,2006-12-21
563,FailArmy,16500000,3037260680,Comedy,438,United States,US,28200.0,451900.0,339000.0,5400000.0,88.2,328239523.0,14.7,270663028.0,2011-07-05
564,BBC News Hindi,16500000,7043235131,News & Politics,21243,India,IN,32800.0,524800.0,393600.0,6300000.0,28.1,1366417754.0,5.36,471031528.0,2009-09-22
565,FunFun Toy Doll TV,16500000,7406207930,Entertainment,735,United States,US,6100.0,97500.0,73100.0,1200000.0,88.2,328239523.0,14.7,270663028.0,2016-05-31
566,Sandra Cires Art,16400000,3955426159,Howto & Style,1091,United States,US,4500.0,72100.0,54100.0,865300.0,88.2,328239523.0,14.7,270663028.0,2011-09-27
567,Kaykai Salaider,16400000,4434679706,Comedy,428,Thailand,TH,2300.0,37400.0,28000.0,448400.0,49.3,69625582.0,0.75,35294600.0,2011-01-24
568,UFC - Ultimate Fighting Championship,16400000,7135820721,Sports,14662,United States,US,33300.0,532800.0,399600.0,6400000.0,88.2,328239523.0,14.7,270663028.0,2006-03-04
569,Ch7HD,16400000,9463244435,Entertainment,56203,Thailand,TH,21900.0,351000.0,263300.0,4200000.0,49.3,69625582.0,0.75,35294600.0,2010-05-17
570,RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540,Entertainment,1,Indonesia,ID,0.0,0.0,470586.4440707965,7544165.480309734,36.3,270203917.0,4.69,151509724.0,2020-10-19
571,Alfredo Larin,16400000,14431830557,Entertainment,1,El Salvador,SV,0.0,0.0,470586.4440707965,7544165.480309734,29.4,6453553.0,4.11,4694702.0,2015-11-23
572,GMMTV OFFICIALï,16400000,12844432341,Entertainment,23952,Thailand,TH,45300.0,725500.0,544100.0,8700000.0,49.3,69625582.0,0.75,35294600.0,2010-09-13
573,Matt Stonie,16300000,3527627264,Entertainment,54,United States,US,7.0,119.0,470586.4440707965,7544165.480309734,88.2,328239523.0,14.7,270663028.0,2010-06-19
574,Boyce Avenue,16300000,6578828147,Music,490,United States,US,7200.0,115100.0,86400.0,1400000.0,88.2,328239523.0,14.7,270663028.0,2007-09-02
575,Camila Cabello,16300000,6613422635,Music,80,United States,US,10700.0,170800.0,128100.0,2000000.0,88.2,328239523.0,14.7,270663028.0,2015-08-11
576,Little Mix,16300000,7520242626,Music,278,United Kingdom,GB,9700.0,154400.0,115800.0,1900000.0,60.0,66834405.0,3.85,55908316.0,2011-11-30
577,SAM SMITH,16300000,10170264839,Music,230,United Kingdom,GB,21400.0,343100.0,257300.0,4100000.0,60.0,66834405.0,3.85,55908316.0,2012-09-14
578,Pitbull,16300000,12475714382,Music,352,United States,US,22000.0,352000.0,264000.0,4200000.0,88.2,328239523.0,14.7,270663028.0,2006-07-05
579,Bollywood Classics,16300000,7141825267,Entertainment,1444,India,IN,37900.0,605900.0,454400.0,7300000.0,28.1,1366417754.0,5.36,471031528.0,2011-10-13
580,Technoblade,16300000,1656452554,Gaming,989,United States,US,4500.0,71800.0,53800.0,861300.0,88.2,328239523.0,14.7,270663028.0,2013-10-28
581,W2S,16300000,4768370464,Gaming,652,United Kingdom,GB,770.0,12300.0,200995.47880434783,147800.0,60.0,66834405.0,3.85,55908316.0,2012-07-26
582,Jennifer Lopez,16200000,10227242833,Music,258,United States,US,15900.0,253800.0,190300.0,3000000.0,88.2,328239523.0,14.7,270663028.0,2005-11-18
583,Kids Play,16200000,8091706232,Entertainment,593,United States,US,6500.0,103600.0,77700.0,1200000.0,88.2,328239523.0,14.7,270663028.0,2018-05-14
584,T3ddy,16200000,2990185467,Comedy,1930,Brazil,BR,8300.0,132100.0,99000.0,1600000.0,51.3,212559417.0,12.08,183241641.0,2012-01-16
585,JJ Olatunji,16200000,4076692623,Gaming,1294,United Kingdom,GB,7000.0,111200.0,83400.0,1300000.0,60.0,66834405.0,3.85,55908316.0,2011-01-26
586,POPS Kids,16200000,9763592867,Music,3943,Vietnam,VN,64200.0,1000000.0,770200.0,12300000.0,28.5,96462106.0,2.01,35332140.0,2014-01-14
587,Thairath Online,16200000,14563841315,News & Politics,244899,Thailand,TH,56200.0,899000.0,674300.0,10800000.0,49.3,69625582.0,0.75,35294600.0,2010-09-27
588,LEGO,16200000,20522339099,Entertainment,31889,Singapore,SG,29300.0,468800.0,351600.0,5600000.0,84.8,5703569.0,4.11,5703569.0,2005-10-22
589,XO TEAM,16200000,14784781923,People & Blogs,189,United States,US,9.0,152.0,433486.4187704918,6928129.773770492,88.2,328239523.0,14.7,270663028.0,2020-09-12
590,AdMe,16200000,4488680903,Entertainment,10,Spain,ES,0.0,0.02,470586.4440707965,7544165.480309734,88.9,47076781.0,13.96,37927409.0,2006-05-02
591,ExtraPolinesios,16200000,4813127504,People & Blogs,2,Mexico,MX,0.13,2.0,433486.4187704918,6928129.773770492,40.2,126014024.0,3.42,102626859.0,2015-11-21
592,Dyland PROS,16100000,1517638132,Entertainment,2805,Indonesia,ID,2400.0,38500.0,28900.0,461700.0,36.3,270203917.0,4.69,151509724.0,2015-01-28
595,Canal IN,16100000,2687443643,People & Blogs,723,Brazil,BR,3500.0,55200.0,41400.0,662500.0,51.3,212559417.0,12.08,183241641.0,2017-07-21
596,TWICE,16100000,5055576881,Music,1123,United States,US,24700.0,394900.0,296200.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2016-03-27
597,Daily Dose Of Internet,16100000,6872702790,Entertainment,671,United States,US,100000.0,1600000.0,1200000.0,19200000.0,88.2,328239523.0,14.7,270663028.0,2015-07-15
598,FitDance,16100000,7126210721,Music,41,France,FR,0.2,3.0,408155.45147959184,6538956.585153062,65.6,67059887.0,8.43,54123364.0,2006-11-20
